gender,age,ex,threshold,pfra_points,cur_points,delta,off_chart
F,30-34,situps,43,14.0,14.6,-0.5999999999999996,False
F,30-34,situps,42,13.5,14.3,-0.8000000000000007,False
F,30-34,situps,41,13.0,14.1,-1.0999999999999996,False
F,30-34,situps,40,12.5,13.5,-1.0,False
F,30-34,situps,39,12.0,13.2,-1.1999999999999993,False
F,30-34,situps,38,11.5,12.8,-1.3000000000000007,False
F,30-34,situps,37,11.0,12.5,-1.5,False
F,30-34,situps,36,10.5,12.3,-1.8000000000000007,False
F,30-34,situps,35,10.0,12.0,-2.0,False
F,30-34,situps,34,9.5,11.7,-2.1999999999999993,False
F,30-34,situps,33,9.0,11.3,-2.3000000000000007,False
F,30-34,situps,32,8.5,10.5,-2.0,False
F,30-34,situps,31,8.0,10.2,-2.1999999999999993,False
F,30-34,situps,30,7.5,9.8,-2.3000000000000007,False
F,30-34,situps,29,7.0,9.0,-2.0,False
F,30-34,situps,28,6.5,6.8,-0.2999999999999998,False
F,30-34,situps,27,6.0,4.5,1.5,False
F,30-34,situps,26,5.5,2.3,3.2,False
F,30-34,situps,25,5.0,2.3,2.7,False
F,30-34,situps,24,4.5,2.3,2.2,False
F,30-34,situps,23,4.0,2.3,1.7000000000000002,False
F,30-34,situps,22,3.5,2.3,1.2000000000000002,False
F,30-34,situps,21,3.0,2.3,0.7000000000000002,False
F,30-34,situps,20,2.5,2.3,0.20000000000000018,True
F,30-34,clrc,54,15.0,15.0,0.0,False
F,30-34,clrc,53,14.5,15.0,-0.5,False
F,30-34,clrc,52,14.0,15.0,-1.0,False
F,30-34,clrc,51,13.5,15.0,-1.5,False
F,30-34,clrc,50,13.0,15.0,-2.0,False
F,30-34,clrc,49,12.5,15.0,-2.5,False
F,30-34,clrc,48,12.0,15.0,-3.0,False
F,30-34,clrc,47,11.5,15.0,-3.5,False
F,30-34,clrc,46,11.0,15.0,-4.0,False
F,30-34,clrc,45,10.5,15.0,-4.5,False
F,30-34,clrc,44,10.0,15.0,-5.0,False
F,30-34,clrc,43,9.5,14.8,-5.300000000000001,False
F,30-34,clrc,42,9.0,14.6,-5.6,False
F,30-34,clrc,41,8.5,14.3,-5.800000000000001,False
F,30-34,clrc,40,8.0,14.2,-6.199999999999999,False
F,30-34,clrc,39,7.5,14.0,-6.5,False
F,30-34,clrc,38,7.0,13.7,-6.699999999999999,False
F,30-34,clrc,37,6.5,13.5,-7.0,False
F,30-34,clrc,36,6.0,13.3,-7.300000000000001,False
F,30-34,clrc,35,5.5,13.1,-7.6,False
F,30-34,clrc,34,5.0,12.8,-7.800000000000001,False
F,30-34,clrc,33,4.5,12.7,-8.2,False
F,30-34,clrc,32,4.0,12.5,-8.5,False
F,30-34,clrc,31,3.5,12.2,-8.7,False
F,30-34,clrc,30,3.0,12.0,-9.0,False
F,30-34,clrc,29,2.5,11.8,-9.3,True
F,30-34,plank,205,15.0,15.0,0.0,False
F,30-34,plank,200,14.5,15.0,-0.5,False
F,30-34,plank,195,14.0,14.8,-0.8000000000000007,False
F,30-34,plank,190,13.5,14.5,-1.0,False
F,30-34,plank,185,13.0,14.1,-1.0999999999999996,False
F,30-34,plank,180,12.5,13.8,-1.3000000000000007,False
F,30-34,plank,175,12.0,13.8,-1.8000000000000007,False
F,30-34,plank,170,11.5,12.8,-1.3000000000000007,False
F,30-34,plank,165,11.0,12.8,-1.8000000000000007,False
F,30-34,plank,160,10.5,12.8,-2.3000000000000007,False
F,30-34,plank,155,10.0,12.8,-2.8000000000000007,False
F,30-34,plank,150,9.5,11.9,-2.4000000000000004,False
F,30-34,plank,145,9.0,11.9,-2.9000000000000004,False
F,30-34,plank,140,8.5,11.9,-3.4000000000000004,False
F,30-34,plank,135,8.0,11.9,-3.9000000000000004,False
F,30-34,plank,130,7.5,10.9,-3.4000000000000004,False
F,30-34,plank,125,7.0,10.9,-3.9000000000000004,False
F,30-34,plank,120,6.5,10.9,-4.4,False
F,30-34,plank,115,6.0,10.9,-4.9,False
F,30-34,plank,110,5.5,9.9,-4.4,False
F,30-34,plank,105,5.0,9.9,-4.9,False
F,30-34,plank,100,4.5,9.9,-5.4,False
F,30-34,plank,95,4.0,9.9,-5.9,False
F,30-34,plank,90,3.5,8.9,-5.4,False
F,30-34,plank,85,3.0,8.9,-5.9,False
F,30-34,plank,80,2.5,8.9,-6.4,True
F,35-39,run,972,50.0,49.4,0.6000000000000014,False
F,35-39,run,1003,49.5,48.8,0.7000000000000028,False
F,35-39,run,1034,49.0,48.1,0.8999999999999986,False
F,35-39,run,1065,48.0,46.9,1.1000000000000014,False
F,35-39,run,1096,47.0,45.0,2.0,False
F,35-39,run,1127,46.0,43.9,2.1000000000000014,False
F,35-39,run,1157,45.0,41.8,3.200000000000003,False
F,35-39,run,1188,44.0,40.7,3.299999999999997,False
F,35-39,run,1219,43.0,38.6,4.399999999999999,False
F,35-39,run,1250,42.0,35.5,6.5,False
F,35-39,run,1281,41.0,34.0,7.0,False
F,35-39,run,1312,40.0,32.5,7.5,False
F,35-39,run,1343,39.0,31.0,8.0,False
F,35-39,run,1374,38.5,29.5,9.0,False
F,35-39,run,1405,38.0,29.5,8.5,False
F,35-39,run,1436,37.5,29.5,8.0,False
F,35-39,run,1466,37.0,29.5,7.5,False
F,35-39,run,1497,36.5,29.5,7.0,False
F,35-39,run,1528,36.0,29.5,6.5,False
F,35-39,run,1559,35.5,29.5,6.0,False
F,35-39,run,1590,35.0,29.5,5.5,True
F,35-39,hamr,63,50.0,48.1,1.8999999999999986,False
F,35-39,hamr,60,49.5,47.5,2.0,False
F,35-39,hamr,56,49.0,46.9,2.1000000000000014,False
F,35-39,hamr,53,48.0,45.6,2.3999999999999986,False
F,35-39,hamr,50,47.0,45.0,2.0,False
F,35-39,hamr,47,46.0,43.9,2.1000000000000014,False
F,35-39,hamr,45,45.0,43.9,1.1000000000000014,False
F,35-39,hamr,42,44.0,42.9,1.1000000000000014,False
F,35-39,hamr,40,43.0,41.8,1.2000000000000028,False
F,35-39,hamr,37,42.0,40.7,1.2999999999999972,False
F,35-39,hamr,35,41.0,39.6,1.3999999999999986,False
F,35-39,hamr,33,40.0,39.6,0.3999999999999986,False
F,35-39,hamr,31,39.0,38.6,0.3999999999999986,False
F,35-39,hamr,29,38.5,37.5,1.0,False
F,35-39,hamr,28,38.0,37.5,0.5,False
F,35-39,hamr,26,37.5,35.5,2.0,False
F,35-39,hamr,24,37.0,35.5,1.5,False
F,35-39,hamr,23,36.5,34.0,2.5,False
F,35-39,hamr,21,36.0,32.5,3.5,False
F,35-39,hamr,20,35.5,32.5,3.0,False
F,35-39,hamr,18,35.0,31.0,4.0,True
F,35-39,pushups,42,15.0,15.0,0.0,False
F,35-39,pushups,41,14.5,14.8,-0.3000000000000007,False
F,35-39,pushups,40,14.0,14.6,-0.5999999999999996,False
F,35-39,pushups,38,13.5,14.1,-0.5999999999999996,False
F,35-39,pushups,37,13.0,14.0,-1.0,False
F,35-39,pushups,36,12.5,13.9,-1.4000000000000004,False
F,35-39,pushups,35,12.0,13.8,-1.8000000000000007,False
F,35-39,pushups,33,11.5,13.6,-2.0999999999999996,False
F,35-39,pushups,32,11.0,13.5,-2.5,False
F,35-39,pushups,31,10.5,13.4,-2.9000000000000004,False
F,35-39,pushups,30,10.0,13.3,-3.3000000000000007,False
F,35-39,pushups,28,9.5,13.1,-3.5999999999999996,False
F,35-39,pushups,27,9.0,13.0,-4.0,False
F,35-39,pushups,26,8.5,12.9,-4.4,False
F,35-39,pushups,25,8.0,12.8,-4.800000000000001,False
F,35-39,pushups,23,7.5,12.3,-4.800000000000001,False
F,35-39,pushups,22,7.0,12.0,-5.0,False
F,35-39,pushups,21,6.5,11.9,-5.4,False
F,35-39,pushups,20,6.0,11.7,-5.699999999999999,False
F,35-39,pushups,18,5.5,11.3,-5.800000000000001,False
F,35-39,pushups,17,5.0,10.5,-5.5,False
F,35-39,pushups,16,4.5,10.2,-5.699999999999999,False
F,35-39,pushups,15,4.0,9.8,-5.800000000000001,False
F,35-39,pushups,13,3.5,7.5,-4.0,False
F,35-39,pushups,12,3.0,5.3,-2.3,False
F,35-39,pushups,11,2.5,3.0,-0.5,True
F,35-39,hrpu,36,15.0,15.0,0.0,False
F,35-39,hrpu,35,14.5,15.0,-0.5,False
F,35-39,hrpu,34,14.0,15.0,-1.0,False
F,35-39,hrpu,33,13.5,15.0,-1.5,False
F,35-39,hrpu,32,13.0,15.0,-2.0,False
F,35-39,hrpu,31,12.5,15.0,-2.5,False
F,35-39,hrpu,30,12.0,14.7,-2.6999999999999993,False
F,35-39,hrpu,29,11.5,14.4,-2.9000000000000004,False
F,35-39,hrpu,28,11.0,14.1,-3.0999999999999996,False
F,35-39,hrpu,27,10.5,13.8,-3.3000000000000007,False
F,35-39,hrpu,26,10.0,13.5,-3.5,False
F,35-39,hrpu,25,9.5,13.2,-3.6999999999999993,False
F,35-39,hrpu,24,9.0,12.9,-3.9000000000000004,False
F,35-39,hrpu,23,8.5,12.6,-4.1,False
F,35-39,hrpu,22,8.0,12.3,-4.300000000000001,False
F,35-39,hrpu,21,7.5,12.0,-4.5,False
F,35-39,hrpu,20,7.0,11.7,-4.699999999999999,False
F,35-39,hrpu,19,6.5,11.4,-4.9,False
F,35-39,hrpu,18,6.0,11.1,-5.1,False
F,35-39,hrpu,17,5.5,10.8,-5.300000000000001,False
F,35-39,hrpu,16,5.0,10.5,-5.5,False
F,35-39,hrpu,15,4.5,10.2,-5.699999999999999,False
F,35-39,hrpu,14,4.0,9.9,-5.9,False
F,35-39,hrpu,13,3.5,9.6,-6.1,False
F,35-39,hrpu,12,3.0,9.3,-6.300000000000001,False
F,35-39,hrpu,11,2.5,9.0,-6.5,True
F,35-39,situps,43,15.0,15.0,0.0,False
F,35-39,situps,42,14.5,14.8,-0.3000000000000007,False
F,35-39,situps,41,14.0,14.6,-0.5999999999999996,False
F,35-39,situps,40,13.5,14.3,-0.8000000000000007,False
F,35-39,situps,39,13.0,14.1,-1.0999999999999996,False
F,35-39,situps,38,12.5,13.5,-1.0,False
F,35-39,situps,37,12.0,13.2,-1.1999999999999993,False
F,35-39,situps,36,11.5,12.8,-1.3000000000000007,False
F,35-39,situps,35,11.0,12.5,-1.5,False
F,35-39,situps,34,10.5,12.3,-1.8000000000000007,False
F,35-39,situps,33,10.0,12.0,-2.0,False
F,35-39,situps,32,9.5,11.7,-2.1999999999999993,False
F,35-39,situps,31,9.0,11.3,-2.3000000000000007,False
F,35-39,situps,30,8.5,10.5,-2.0,False
F,35-39,situps,29,8.0,10.2,-2.1999999999999993,False
F,35-39,situps,28,7.5,9.8,-2.3000000000000007,False
F,35-39,situps,27,7.0,9.0,-2.0,False
F,35-39,situps,26,6.5,6.8,-0.2999999999999998,False
F,35-39,situps,25,6.0,4.5,1.5,False
F,35-39,situps,24,5.5,2.3,3.2,False
F,35-39,situps,23,5.0,2.3,2.7,False
F,35-39,situps,22,4.5,2.3,2.2,False
F,35-39,situps,21,4.0,2.3,1.7000000000000002,False
F,35-39,situps,20,3.5,2.3,1.2000000000000002,False
F,35-39,situps,19,3.0,2.3,0.7000000000000002,False
F,35-39,situps,18,2.5,2.3,0.20000000000000018,True
F,35-39,clrc,52,15.0,15.0,0.0,False
F,35-39,clrc,51,14.5,15.0,-0.5,False
F,35-39,clrc,50,14.0,15.0,-1.0,False
F,35-39,clrc,49,13.5,15.0,-1.5,False
F,35-39,clrc,48,13.0,15.0,-2.0,False
F,35-39,clrc,47,12.5,15.0,-2.5,False
F,35-39,clrc,46,12.0,15.0,-3.0,False
F,35-39,clrc,45,11.5,15.0,-3.5,False
F,35-39,clrc,44,11.0,15.0,-4.0,False
F,35-39,clrc,43,10.5,15.0,-4.5,False
F,35-39,clrc,42,10.0,14.8,-4.800000000000001,False
F,35-39,clrc,41,9.5,14.6,-5.1,False
F,35-39,clrc,40,9.0,14.4,-5.4,False
F,35-39,clrc,39,8.5,14.2,-5.699999999999999,False
F,35-39,clrc,38,8.0,14.0,-6.0,False
F,35-39,clrc,37,7.5,13.7,-6.199999999999999,False
F,35-39,clrc,36,7.0,13.6,-6.6,False
F,35-39,clrc,35,6.5,13.4,-6.9,False
F,35-39,clrc,34,6.0,13.1,-7.1,False
F,35-39,clrc,33,5.5,12.9,-7.4,False
F,35-39,clrc,32,5.0,12.7,-7.699999999999999,False
F,35-39,clrc,31,4.5,12.5,-8.0,False
F,35-39,clrc,30,4.0,12.3,-8.3,False
F,35-39,clrc,29,3.5,12.1,-8.6,False
F,35-39,clrc,28,3.0,11.9,-8.9,False
F,35-39,clrc,27,2.5,11.7,-9.2,True
F,35-39,plank,200,15.0,15.0,0.0,False
F,35-39,plank,195,14.5,15.0,-0.5,False
F,35-39,plank,190,14.0,14.8,-0.8000000000000007,False
F,35-39,plank,185,13.5,14.5,-1.0,False
F,35-39,plank,180,13.0,14.1,-1.0999999999999996,False
F,35-39,plank,175,12.5,13.8,-1.3000000000000007,False
F,35-39,plank,170,12.0,13.8,-1.8000000000000007,False
F,35-39,plank,165,11.5,12.8,-1.3000000000000007,False
F,35-39,plank,160,11.0,12.8,-1.8000000000000007,False
F,35-39,plank,155,10.5,12.8,-2.3000000000000007,False
F,35-39,plank,150,10.0,12.8,-2.8000000000000007,False
