gender,age,ex,threshold,pfra_points,cur_points,delta,off_chart
M,30-34,plank,165,10.5,12.5,-2.0,False
M,30-34,plank,160,10.0,12.5,-2.5,False
M,30-34,plank,155,9.5,12.5,-3.0,False
M,30-34,plank,150,9.0,11.5,-2.5,False
M,30-34,plank,145,8.5,11.5,-3.0,False
M,30-34,plank,140,8.0,11.5,-3.5,False
M,30-34,plank,135,7.5,11.5,-4.0,False
M,30-34,plank,130,7.0,10.5,-3.5,False
M,30-34,plank,125,6.5,10.5,-4.0,False
M,30-34,plank,120,6.0,10.5,-4.5,False
M,30-34,plank,115,5.5,10.5,-5.0,False
M,30-34,plank,110,5.0,9.5,-4.5,False
M,30-34,plank,105,4.5,9.5,-5.0,False
M,30-34,plank,100,4.0,9.5,-5.5,False
M,30-34,plank,95,3.5,9.5,-6.0,False
M,30-34,plank,90,3.0,8.5,-5.5,False
M,30-34,plank,85,2.5,8.5,-6.0,True
M,35-39,run,836,50.0,49.4,0.6000000000000014,False
M,35-39,run,858,49.5,49.4,0.10000000000000142,False
M,35-39,run,880,49.0,48.8,0.20000000000000284,False
M,35-39,run,902,48.0,47.5,0.5,False
M,35-39,run,924,47.0,46.9,0.10000000000000142,False
M,35-39,run,946,46.0,45.6,0.3999999999999986,False
M,35-39,run,968,45.0,43.9,1.1000000000000014,False
M,35-39,run,990,44.0,42.9,1.1000000000000014,False
M,35-39,run,1012,43.0,41.8,1.2000000000000028,False
M,35-39,run,1034,42.0,40.7,1.2999999999999972,False
M,35-39,run,1056,41.0,39.6,1.3999999999999986,False
M,35-39,run,1078,40.0,38.6,1.3999999999999986,False
M,35-39,run,1100,39.0,35.5,3.5,False
M,35-39,run,1122,38.5,34.0,4.5,False
M,35-39,run,1144,38.0,34.0,4.0,False
M,35-39,run,1166,37.5,32.5,5.0,False
M,35-39,run,1188,37.0,31.0,6.0,False
M,35-39,run,1210,36.5,31.0,5.5,False
M,35-39,run,1232,36.0,29.5,6.5,False
M,35-39,run,1254,35.5,29.5,6.0,False
M,35-39,run,1276,35.0,29.5,5.5,True
M,35-39,hamr,82,50.0,48.1,1.8999999999999986,False
M,35-39,hamr,79,49.5,47.5,2.0,False
M,35-39,hamr,75,49.0,46.9,2.1000000000000014,False
M,35-39,hamr,72,48.0,46.3,1.7000000000000028,False
M,35-39,hamr,69,47.0,45.6,1.3999999999999986,False
M,35-39,hamr,66,46.0,45.0,1.0,False
M,35-39,hamr,64,45.0,43.9,1.1000000000000014,False
M,35-39,hamr,61,44.0,42.9,1.1000000000000014,False
M,35-39,hamr,59,43.0,42.9,0.10000000000000142,False
M,35-39,hamr,56,42.0,41.8,0.20000000000000284,False
M,35-39,hamr,54,41.0,40.7,0.29999999999999716,False
M,35-39,hamr,52,40.0,39.6,0.3999999999999986,False
M,35-39,hamr,50,39.0,38.6,0.3999999999999986,False
M,35-39,hamr,48,38.5,38.6,-0.10000000000000142,False
M,35-39,hamr,46,38.0,37.5,0.5,False
M,35-39,hamr,44,37.5,35.5,2.0,False
M,35-39,hamr,42,37.0,35.5,1.5,False
M,35-39,hamr,40,36.5,34.0,2.5,False
M,35-39,hamr,39,36.0,34.0,2.0,False
M,35-39,hamr,37,35.5,32.5,3.0,False
M,35-39,hamr,36,35.0,32.5,2.5,True
M,35-39,pushups,56,15.0,15.0,0.0,False
M,35-39,pushups,55,14.5,15.0,-0.5,False
M,35-39,pushups,53,14.0,15.0,-1.0,False
M,35-39,pushups,52,13.5,15.0,-1.5,False
M,35-39,pushups,51,13.0,15.0,-2.0,False
M,35-39,pushups,49,12.5,14.3,-1.8000000000000007,False
M,35-39,pushups,48,12.0,14.1,-2.0999999999999996,False
M,35-39,pushups,47,11.5,14.0,-2.5,False
M,35-39,pushups,45,11.0,13.8,-2.8000000000000007,False
M,35-39,pushups,44,10.5,13.7,-3.1999999999999993,False
M,35-39,pushups,43,10.0,13.5,-3.5,False
M,35-39,pushups,41,9.5,13.2,-3.6999999999999993,False
M,35-39,pushups,40,9.0,13.1,-4.1,False
M,35-39,pushups,39,8.5,12.9,-4.4,False
M,35-39,pushups,38,8.0,12.8,-4.800000000000001,False
M,35-39,pushups,36,7.5,12.0,-4.5,False
M,35-39,pushups,35,7.0,11.7,-4.699999999999999,False
M,35-39,pushups,34,6.5,11.6,-5.1,False
M,35-39,pushups,32,6.0,11.0,-5.0,False
M,35-39,pushups,31,5.5,10.5,-5.0,False
M,35-39,pushups,30,5.0,10.2,-5.199999999999999,False
M,35-39,pushups,28,4.5,9.8,-5.300000000000001,False
M,35-39,pushups,27,4.0,9.0,-5.0,False
M,35-39,pushups,26,3.5,8.3,-4.800000000000001,False
M,35-39,pushups,24,3.0,7.5,-4.5,False
M,35-39,pushups,23,2.5,5.3,-2.8,True
M,35-39,hrpu,46,15.0,15.0,0.0,False
M,35-39,hrpu,45,14.5,15.0,-0.5,False
M,35-39,hrpu,44,14.0,15.0,-1.0,False
M,35-39,hrpu,43,13.5,15.0,-1.5,False
M,35-39,hrpu,42,13.0,15.0,-2.0,False
M,35-39,hrpu,41,12.5,15.0,-2.5,False
M,35-39,hrpu,40,12.0,15.0,-3.0,False
M,35-39,hrpu,39,11.5,14.7,-3.1999999999999993,False
M,35-39,hrpu,38,11.0,14.4,-3.4000000000000004,False
M,35-39,hrpu,37,10.5,14.1,-3.5999999999999996,False
M,35-39,hrpu,36,10.0,13.8,-3.8000000000000007,False
M,35-39,hrpu,35,9.5,13.5,-4.0,False
M,35-39,hrpu,34,9.0,13.2,-4.199999999999999,False
M,35-39,hrpu,33,8.5,12.9,-4.4,False
M,35-39,hrpu,32,8.0,12.6,-4.6,False
M,35-39,hrpu,31,7.5,12.3,-4.800000000000001,False
M,35-39,hrpu,30,7.0,12.0,-5.0,False
M,35-39,hrpu,29,6.5,11.7,-5.199999999999999,False
M,35-39,hrpu,28,6.0,11.4,-5.4,False
M,35-39,hrpu,27,5.5,11.1,-5.6,False
M,35-39,hrpu,26,5.0,10.8,-5.800000000000001,False
M,35-39,hrpu,25,4.5,10.5,-6.0,False
M,35-39,hrpu,24,4.0,10.2,-6.199999999999999,False
M,35-39,hrpu,23,3.5,9.9,-6.4,False
M,35-39,hrpu,22,3.0,9.6,-6.6,False
M,35-39,hrpu,21,2.5,9.3,-6.800000000000001,True
M,35-39,situps,52,15.0,15.0,0.0,False
M,35-39,situps,51,14.5,14.8,-0.3000000000000007,False
M,35-39,situps,50,14.0,14.6,-0.5999999999999996,False
M,35-39,situps,49,13.5,14.3,-0.8000000000000007,False
M,35-39,situps,48,13.0,14.1,-1.0999999999999996,False
M,35-39,situps,47,12.5,13.8,-1.3000000000000007,False
M,35-39,situps,46,12.0,13.5,-1.5,False
M,35-39,situps,45,11.5,13.2,-1.6999999999999993,False
M,35-39,situps,44,11.0,13.1,-2.0999999999999996,False
M,35-39,situps,43,10.5,12.8,-2.3000000000000007,False
M,35-39,situps,42,10.0,12.5,-2.5,False
M,35-39,situps,41,9.5,12.0,-2.5,False
M,35-39,situps,40,9.0,11.3,-2.3000000000000007,False
M,35-39,situps,39,8.5,10.5,-2.0,False
M,35-39,situps,38,8.0,9.8,-1.8000000000000007,False
M,35-39,situps,37,7.5,9.0,-1.5,False
M,35-39,situps,36,7.0,6.8,0.20000000000000018,False
M,35-39,situps,35,6.5,4.5,2.0,False
M,35-39,situps,34,6.0,2.3,3.7,False
M,35-39,situps,33,5.5,2.3,3.2,False
M,35-39,situps,32,5.0,2.3,2.7,False
M,35-39,situps,31,4.5,2.3,2.2,False
M,35-39,situps,30,4.0,2.3,1.7000000000000002,False
M,35-39,situps,29,3.5,2.3,1.2000000000000002,False
M,35-39,situps,28,3.0,2.3,0.7000000000000002,False
M,35-39,situps,27,2.5,2.3,0.20000000000000018,True
M,35-39,clrc,54,15.0,15.0,0.0,False
M,35-39,clrc,53,14.5,15.0,-0.5,False
M,35-39,clrc,52,14.0,15.0,-1.0,False
M,35-39,clrc,51,13.5,15.0,-1.5,False
M,35-39,clrc,50,13.0,15.0,-2.0,False
M,35-39,clrc,49,12.5,15.0,-2.5,False
M,35-39,clrc,48,12.0,15.0,-3.0,False
M,35-39,clrc,47,11.5,15.0,-3.5,False
M,35-39,clrc,46,11.0,15.0,-4.0,False
M,35-39,clrc,45,10.5,14.7,-4.199999999999999,False
M,35-39,clrc,44,10.0,14.5,-4.5,False
M,35-39,clrc,43,9.5,14.2,-4.699999999999999,False
M,35-39,clrc,42,9.0,14.0,-5.0,False
M,35-39,clrc,41,8.5,13.7,-5.199999999999999,False
M,35-39,clrc,40,8.0,13.4,-5.4,False
M,35-39,clrc,39,7.5,13.1,-5.6,False
M,35-39,clrc,38,7.0,12.8,-5.800000000000001,False
M,35-39,clrc,37,6.5,12.6,-6.1,False
M,35-39,clrc,36,6.0,12.3,-6.300000000000001,False
M,35-39,clrc,35,5.5,12.1,-6.6,False
M,35-39,clrc,34,5.0,11.8,-6.800000000000001,False
M,35-39,clrc,33,4.5,11.6,-7.1,False
M,35-39,clrc,32,4.0,11.3,-7.300000000000001,False
M,35-39,clrc,31,3.5,11.0,-7.5,False
M,35-39,clrc,30,3.0,10.7,-7.699999999999999,False
M,35-39,clrc,29,2.5,10.4,-7.9,True
M,35-39,plank,205,15.0,15.0,0.0,False
M,35-39,plank,200,14.5,15.0,-0.5,False
M,35-39,plank,195,14.0,14.8,-0.8000000000000007,False
M,35-39,plank,190,13.5,14.5,-1.0,False
M,35-39,plank,185,13.0,14.2,-1.1999999999999993,False
M,35-39,plank,180,12.5,13.9,-1.4000000000000004,False
M,35-39,plank,175,12.0,13.5,-1.5,False
M,35-39,plank,170,11.5,13.5,-2.0,False
M,35-39,plank,165,11.0,12.5,-1.5,False
M,35-39,plank,160,10.5,12.5,-2.0,False
M,35-39,plank,155,10.0,12.5,-2.5,False
M,35-39,plank,150,9.5,12.5,-3.0,False
M,35-39,plank,145,9.0,11.5,-2.5,False
M,35-39,plank,140,8.5,11.5,-3.0,False
M,35-39,plank,135,8.0,11.5,-3.5,False
M,35-39,plank,130,7.5,11.5,-4.0,False
M,35-39,plank,125,7.0,10.5,-3.5,False
M,35-39,plank,120,6.5,10.5,-4.0,False
M,35-39,plank,115,6.0,10.5,-4.5,False
M,35-39,plank,110,5.5,10.5,-5.0,False
M,35-39,plank,105,5.0,9.5,-4.5,False
M,35-39,plank,100,4.5,9.5,-5.0,False
M,35-39,plank,95,4.0,9.5,-5.5,False
M,35-39,plank,90,3.5,9.5,-6.0,False
M,35-39,plank,85,3.0,8.5,-5.5,False
M,35-39,plank,80,2.5,8.5,-6.0,True
M,40-44,run,845,50.0,50.0,0.0,False
M,40-44,run,869,49.5,49.4,0.10000000000000142,False
M,40-44,run,893,49.0,48.8,0.20000000000000284,False
M,40-44,run,917,48.0,47.5,0.5,False
M,40-44,run,941,47.0,46.9,0.10000000000000142,False
M,40-44,run,965,46.0,45.6,0.3999999999999986,False
M,40-44,run,989,45.0,43.9,1.1000000000000014,False
M,40-44,run,1013,44.0,42.9,1.1000000000000014,False
M,40-44,run,1037,43.0,41.8,1.2000000000000028,False
M,40-44,run,1061,42.0,39.6,2.3999999999999986,False
M,40-44,run,1085,41.0,38.6,2.3999999999999986,False
M,40-44,run,1108,40.0,37.5,2.5,False
M,40-44,run,1132,39.0,35.5,3.5,False
M,40-44,run,1156,38.5,34.0,4.5,False
M,40-44,run,1180,38.0,32.5,5.5,False
M,40-44,run,1204,37.5,32.5,5.0,False
M,40-44,run,1228,37.0,31.0,6.0,False
M,40-44,run,1252,36.5,31.0,5.5,False
M,40-44,run,1276,36.0,29.5,6.5,False
M,40-44,run,1300,35.5,29.5,6.0,False
M,40-44,run,1324,35.0,29.5,5.5,True
M,40-44,hamr,81,50.0,48.8,1.2000000000000028,False
M,40-44,hamr,77,49.5,48.1,1.3999999999999986,False
M,40-44,hamr,73,49.0,46.9,2.1000000000000014,False
M,40-44,hamr,70,48.0,46.3,1.7000000000000028,False
M,40-44,hamr,67,47.0,45.6,1.3999999999999986,False
M,40-44,hamr,64,46.0,45.0,1.0,False
M,40-44,hamr,61,45.0,43.9,1.1000000000000014,False
M,40-44,hamr,58,44.0,42.9,1.1000000000000014,False
M,40-44,hamr,56,43.0,42.9,0.10000000000000142,False
M,40-44,hamr,53,42.0,40.7,1.2999999999999972,False
M,40-44,hamr,51,41.0,40.7,0.29999999999999716,False
M,40-44,hamr,49,40.0,39.6,0.3999999999999986,False
M,40-44,hamr,47,39.0,38.6,0.3999999999999986,False
M,40-44,hamr,45,38.5,38.6,-0.10000000000000142,False
M,40-44,hamr,43,38.0,37.5,0.5,False
M,40-44,hamr,41,37.5,35.5,2.0,False
M,40-44,hamr,39,37.0,35.5,1.5,False
M,40-44,hamr,37,36.5,34.0,2.5,False
M,40-44,hamr,36,36.0,34.0,2.0,False
M,40-44,hamr,34,35.5,32.5,3.0,False
M,40-44,hamr,32,35.0,31.0,4.0,True
M,40-44,pushups,52,15.0,15.0,0.0,False
M,40-44,pushups,51,14.5,15.0,-0.5,False
M,40-44,pushups,50,14.0,15.0,-1.0,False
M,40-44,pushups,49,13.5,15.0,-1.5,False
M,40-44,pushups,48,13.0,15.0,-2.0,False
M,40-44,pushups,46,12.5,15.0,-2.5,False
M,40-44,pushups,45,12.0,15.0,-3.0,False
M,40-44,pushups,44,11.5,15.0,-3.5,False
M,40-44,pushups,42,11.0,14.6,-3.5999999999999996,False
M,40-44,pushups,41,10.5,14.4,-3.9000000000000004,False
M,40-44,pushups,40,10.0,14.3,-4.300000000000001,False
M,40-44,pushups,39,9.5,14.1,-4.6,False
M,40-44,pushups,37,9.0,13.7,-4.699999999999999,False
M,40-44,pushups,36,8.5,13.5,-5.0,False
M,40-44,pushups,35,8.0,13.2,-5.199999999999999,False
M,40-44,pushups,33,7.5,12.6,-5.1,False
M,40-44,pushups,32,7.0,12.5,-5.5,False
M,40-44,pushups,31,6.5,12.2,-5.699999999999999,False
M,40-44,pushups,30,6.0,12.0,-6.0,False
M,40-44,pushups,28,5.5,11.0,-5.5,False
M,40-44,pushups,27,5.0,10.8,-5.800000000000001,False
M,40-44,pushups,26,4.5,10.5,-6.0,False
M,40-44,pushups,24,4.0,9.0,-5.0,False
M,40-44,pushups,23,3.5,8.7,-5.199999999999999,False
M,40-44,pushups,22,3.0,8.3,-5.300000000000001,False
M,40-44,pushups,21,2.5,7.5,-5.0,True
M,40-44,hrpu,44,15.0,15.0,0.0,False
M,40-44,hrpu,43,14.5,15.0,-0.5,False
M,40-44,hrpu,42,14.0,15.0,-1.0,False
M,40-44,hrpu,41,13.5,15.0,-1.5,False
M,40-44,hrpu,40,13.0,15.0,-2.0,False
M,40-44,hrpu,39,12.5,15.0,-2.5,False
M,40-44,hrpu,38,12.0,15.0,-3.0,False
M,40-44,hrpu,37,11.5,14.7,-3.1999999999999993,False
M,40-44,hrpu,36,11.0,14.4,-3.4000000000000004,False
M,40-44,hrpu,35,10.5,14.1,-3.5999999999999996,False
M,40-44,hrpu,34,10.0,13.8,-3.8000000000000007,False
M,40-44,hrpu,33,9.5,13.5,-4.0,False
M,40-44,hrpu,32,9.0,13.2,-4.199999999999999,False
M,40-44,hrpu,31,8.5,12.9,-4.4,False
M,40-44,hrpu,30,8.0,12.6,-4.6,False
M,40-44,hrpu,29,7.5,12.3,-4.800000000000001,False
M,40-44,hrpu,28,7.0,12.0,-5.0,False
M,40-44,hrpu,27,6.5,11.7,-5.199999999999999,False
M,40-44,hrpu,26,6.0,11.4,-5.4,False
M,40-44,hrpu,25,5.5,11.1,-5.6,False
M,40-44,hrpu,24,5.0,10.8,-5.800000000000001,False
M,40-44,hrpu,23,4.5,10.5,-6.0,False
M,40-44,hrpu,22,4.0,10.2,-6.199999999999999,False
M,40-44,hrpu,21,3.5,9.9,-6.4,False
M,40-44,hrpu,20,3.0,9.6,-6.6,False
M,40-44,hrpu,19,2.5,9.3,-6.800000000000001,True
M,40-44,situps,50,15.0,15.0,0.0,False
M,40-44,situps,49,14.5,14.8,-0.3000000000000007,False
M,40-44,situps,48,14.0,14.6,-0.5999999999999996,False
M,40-44,situps,47,13.5,14.3,-0.8000000000000007,False
M,40-44,situps,46,13.0,14.1,-1.0999999999999996,False
M,40-44,situps,45,12.5,13.8,-1.3000000000000007,False
M,40-44,situps,44,12.0,13.7,-1.6999999999999993,False
M,40-44,situps,43,11.5,13.5,-2.0,False
M,40-44,situps,42,11.0,13.2,-2.1999999999999993,False
M,40-44,situps,41,10.5,13.1,-2.5999999999999996,False
M,40-44,situps,40,10.0,12.8,-2.8000000000000007,False
M,40-44,situps,39,9.5,12.0,-2.5,False
M,40-44,situps,38,9.0,11.7,-2.6999999999999993,False
M,40-44,situps,37,8.5,11.3,-2.8000000000000007,False
M,40-44,situps,36,8.0,10.5,-2.5,False
M,40-44,situps,35,7.5,9.8,-2.3000000000000007,False
M,40-44,situps,34,7.0,9.0,-2.0,False
M,40-44,situps,33,6.5,6.8,-0.2999999999999998,False
M,40-44,situps,32,6.0,4.5,1.5,False
M,40-44,situps,31,5.5,2.3,3.2,False
M,40-44,situps,30,5.0,2.3,2.7,False
M,40-44,situps,29,4.5,2.3,2.2,False
M,40-44,situps,28,4.0,2.3,1.7000000000000002,False
M,40-44,situps,27,3.5,2.3,1.2000000000000002,False
M,40-44,situps,26,3.0,2.3,0.7000000000000002,False
M,40-44,situps,25,2.5,2.3,0.20000000000000018,True
M,40-44,clrc,52,15.0,15.0,0.0,False
M,40-44,clrc,51,14.5,15.0,-0.5,False
M,40-44,clrc,50,14.0,15.0,-1.0,False
M,40-44,clrc,49,13.5,15.0,-1.5,False
M,40-44,clrc,48,13.0,15.0,-2.0,False
M,40-44,clrc,47,12.5,15.0,-2.5,False
M,40-44,clrc,46,12.0,15.0,-3.0,False
M,40-44,clrc,45,11.5,15.0,-3.5,False
M,40-44,clrc,44,11.0,15.0,-4.0,False
M,40-44,clrc,43,10.5,14.7,-4.199999999999999,False
M,40-44,clrc,42,10.0,14.5,-4.5,False
M,40-44,clrc,41,9.5,14.2,-4.699999999999999,False
M,40-44,clrc,40,9.0,14.0,-5.0,False
M,40-44,clrc,39,8.5,13.7,-5.199999999999999,False
M,40-44,clrc,38,8.0,13.4,-5.4,False
M,40-44,clrc,37,7.5,13.1,-5.6,False
M,40-44,clrc,36,7.0,12.8,-5.800000000000001,False
M,40-44,clrc,35,6.5,12.6,-6.1,False
M,40-44,clrc,34,6.0,12.3,-6.300000000000001,False
M,40-44,clrc,33,5.5,12.1,-6.6,False
M,40-44,clrc,32,5.0,11.8,-6.800000000000001,False
M,40-44,clrc,31,4.5,11.6,-7.1,False
M,40-44,clrc,30,4.0,11.3,-7.300000000000001,False
M,40-44,clrc,29,3.5,11.0,-7.5,False
M,40-44,clrc,28,3.0,10.7,-7.699999999999999,False
M,40-44,clrc,27,2.5,10.4,-7.9,True
M,40-44,plank,200,15.0,15.0,0.0,False
M,40-44,plank,195,14.5,15.0,-0.5,False
M,40-44,plank,190,14.0,14.8,-0.8000000000000007,False
M,40-44,plank,185,13.5,14.5,-1.0,False
M,40-44,plank,180,13.0,14.2,-1.1999999999999993,False
M,40-44,plank,175,12.5,13.9,-1.4000000000000004,False
M,40-44,plank,170,12.0,13.5,-1.5,False
M,40-44,plank,165,11.5,13.5,-2.0,False
M,40-44,plank,160,11.0,12.5,-1.5,False
M,40-44,plank,155,10.5,12.5,-2.0,False
M,40-44,plank,150,10.0,12.5,-2.5,False
M,40-44,plank,145,9.5,12.5,-3.0,False
M,40-44,plank,140,9.0,11.5,-2.5,False
M,40-44,plank,135,8.5,11.5,-3.0,False
M,40-44,plank,130,8.0,11.5,-3.5,False
M,40-44,plank,125,7.5,11.5,-4.0,False
M,40-44,plank,120,7.0,10.5,-3.5,False
M,40-44,plank,115,6.5,10.5,-4.0,False
M,40-44,plank,110,6.0,10.5,-4.5,False
M,40-44,plank,105,5.5,10.5,-5.0,False
M,40-44,plank,100,5.0,9.5,-4.5,False
M,40-44,plank,95,4.5,9.5,-5.0,False
M,40-44,plank,90,4.0,9.5,-5.5,False
M,40-44,plank,85,3.5,9.5,-6.0,False
M,40-44,plank,80,3.0,8.5,-5.5,False
M,40-44,plank,75,2.5,8.5,-6.0,True
M,45-49,run,870,50.0,50.0,0.0,False
M,45-49,run,894,49.5,49.4,0.10000000000000142,False
M,45-49,run,918,49.0,48.8,0.20000000000000284,False
M,45-49,run,942,48.0,47.5,0.5,False
M,45-49,run,965,47.0,46.9,0.10000000000000142,False
M,45-49,run,989,46.0,45.6,0.3999999999999986,False
M,45-49,run,1013,45.0,43.9,1.1000000000000014,False
M,45-49,run,1037,44.0,42.9,1.1000000000000014,False
M,45-49,run,1061,43.0,41.8,1.2000000000000028,False
M,45-49,run,1085,42.0,39.6,2.3999999999999986,False
M,45-49,run,1109,41.0,38.6,2.3999999999999986,False
M,45-49,run,1132,40.0,37.5,2.5,False
M,45-49,run,1156,39.0,35.5,3.5,False
M,45-49,run,1180,38.5,34.0,4.5,False
M,45-49,run,1204,38.0,32.5,5.5,False
M,45-49,run,1228,37.5,32.5,5.0,False
M,45-49,run,1252,37.0,31.0,6.0,False
M,45-49,run,1275,36.5,31.0,5.5,False
M,45-49,run,1299,36.0,29.5,6.5,False
M,45-49,run,1323,35.5,29.5,6.0,False
M,45-49,run,1347,35.0,29.5,5.5,True
M,45-49,hamr,77,50.0,48.8,1.2000000000000028,False
M,45-49,hamr,73,49.5,47.5,2.0,False
M,45-49,hamr,70,49.0,46.9,2.1000000000000014,False
M,45-49,hamr,67,48.0,46.3,1.7000000000000028,False
M,45-49,hamr,64,47.0,45.6,1.3999999999999986,False
M,45-49,hamr,61,46.0,45.0,1.0,False
M,45-49,hamr,58,45.0,43.9,1.1000000000000014,False
M,45-49,hamr,56,44.0,43.9,0.10000000000000142,False
M,45-49,hamr,53,43.0,41.8,1.2000000000000028,False
M,45-49,hamr,51,42.0,41.8,0.20000000000000284,False
M,45-49,hamr,49,41.0,40.7,0.29999999999999716,False
M,45-49,hamr,47,40.0,39.6,0.3999999999999986,False
M,45-49,hamr,45,39.0,39.6,-0.6000000000000014,False
M,45-49,hamr,43,38.5,38.6,-0.10000000000000142,False
M,45-49,hamr,41,38.0,37.5,0.5,False
M,45-49,hamr,39,37.5,37.5,0.0,False
M,45-49,hamr,37,37.0,35.5,1.5,False
M,45-49,hamr,36,36.5,35.5,1.0,False
M,45-49,hamr,34,36.0,34.0,2.0,False
M,45-49,hamr,32,35.5,32.5,3.0,False
M,45-49,hamr,31,35.0,32.5,2.5,True
M,45-49,pushups,49,15.0,15.0,0.0,False
M,45-49,pushups,47,14.5,15.0,-0.5,False
M,45-49,pushups,46,14.0,15.0,-1.0,False
M,45-49,pushups,45,13.5,15.0,-1.5,False
M,45-49,pushups,44,13.0,15.0,-2.0,False
M,45-49,pushups,43,12.5,14.9,-2.4000000000000004,False
M,45-49,pushups,42,12.0,14.7,-2.6999999999999993,False
M,45-49,pushups,40,11.5,14.4,-2.9000000000000004,False
M,45-49,pushups,39,11.0,14.3,-3.3000000000000007,False
M,45-49,pushups,38,10.5,14.1,-3.5999999999999996,False
M,45-49,pushups,37,10.0,13.8,-3.8000000000000007,False
M,45-49,pushups,36,9.5,13.7,-4.199999999999999,False
M,45-49,pushups,35,9.0,13.5,-4.5,False
M,45-49,pushups,33,8.5,12.8,-4.300000000000001,False
M,45-49,pushups,32,8.0,12.6,-4.6,False
M,45-49,pushups,31,7.5,12.5,-5.0,False
M,45-49,pushups,30,7.0,12.2,-5.199999999999999,False
M,45-49,pushups,29,6.5,12.0,-5.5,False
M,45-49,pushups,28,6.0,11.3,-5.300000000000001,False
M,45-49,pushups,26,5.5,10.8,-5.300000000000001,False
M,45-49,pushups,25,5.0,10.5,-5.5,False
M,45-49,pushups,24,4.5,9.8,-5.300000000000001,False
M,45-49,pushups,23,4.0,9.5,-5.5,False
M,45-49,pushups,22,3.5,9.0,-5.5,False
M,45-49,pushups,21,3.0,8.7,-5.699999999999999,False
M,45-49,pushups,19,2.5,8.0,-5.5,True
M,45-49,hrpu,42,15.0,15.0,0.0,False
M,45-49,hrpu,41,14.5,15.0,-0.5,False
M,45-49,hrpu,40,14.0,15.0,-1.0,False
M,45-49,hrpu,39,13.5,15.0,-1.5,False
M,45-49,hrpu,38,13.0,15.0,-2.0,False
M,45-49,hrpu,37,12.5,14.7,-2.1999999999999993,False
M,45-49,hrpu,36,12.0,14.4,-2.4000000000000004,False
M,45-49,hrpu,35,11.5,14.1,-2.5999999999999996,False
M,45-49,hrpu,34,11.0,13.8,-2.8000000000000007,False
M,45-49,hrpu,33,10.5,13.5,-3.0,False
M,45-49,hrpu,32,10.0,13.2,-3.1999999999999993,False
M,45-49,hrpu,31,9.5,12.9,-3.4000000000000004,False
M,45-49,hrpu,30,9.0,12.6,-3.5999999999999996,False
M,45-49,hrpu,29,8.5,12.3,-3.8000000000000007,False
M,45-49,hrpu,28,8.0,12.0,-4.0,False
M,45-49,hrpu,27,7.5,11.7,-4.199999999999999,False
M,45-49,hrpu,26,7.0,11.4,-4.4,False
M,45-49,hrpu,25,6.5,11.1,-4.6,False
M,45-49,hrpu,24,6.0,10.8,-4.800000000000001,False
M,45-49,hrpu,23,5.5,10.5,-5.0,False
M,45-49,hrpu,22,5.0,10.2,-5.199999999999999,False
M,45-49,hrpu,21,4.5,9.9,-5.4,False
M,45-49,hrpu,20,4.0,9.6,-5.6,False
M,45-49,hrpu,19,3.5,9.3,-5.800000000000001,False
M,45-49,hrpu,18,3.0,9.0,-6.0,False
M,45-49,hrpu,17,2.5,8.7,-6.199999999999999,True
M,45-49,situps,48,15.0,15.0,0.0,False
M,45-49,situps,47,14.5,14.8,-0.3000000000000007,False
M,45-49,situps,46,14.0,14.6,-0.5999999999999996,False
M,45-49,situps,45,13.5,14.4,-0.9000000000000004,False
M,45-49,situps,44,13.0,14.3,-1.3000000000000007,False
M,45-49,situps,43,12.5,14.1,-1.5999999999999996,False
M,45-49,situps,42,12.0,13.8,-1.8000000000000007,False
M,45-49,situps,41,11.5,13.5,-2.0,False
M,45-49,situps,40,11.0,13.2,-2.1999999999999993,False
M,45-49,situps,39,10.5,13.1,-2.5999999999999996,False
M,45-49,situps,38,10.0,12.8,-2.8000000000000007,False
M,45-49,situps,37,9.5,12.5,-3.0,False
M,45-49,situps,36,9.0,12.0,-3.0,False
M,45-49,situps,35,8.5,11.7,-3.1999999999999993,False
M,45-49,situps,34,8.0,11.3,-3.3000000000000007,False
M,45-49,situps,33,7.5,10.5,-3.0,False
M,45-49,situps,32,7.0,9.8,-2.8000000000000007,False
M,45-49,situps,31,6.5,9.0,-2.5,False
M,45-49,situps,30,6.0,6.8,-0.7999999999999998,False
M,45-49,situps,29,5.5,4.5,1.0,False
M,45-49,situps,28,5.0,2.3,2.7,False
M,45-49,situps,27,4.5,2.3,2.2,False
M,45-49,situps,26,4.0,2.3,1.7000000000000002,False
M,45-49,situps,25,3.5,2.3,1.2000000000000002,False
M,45-49,situps,24,3.0,2.3,0.7000000000000002,False
M,45-49,situps,23,2.5,2.3,0.20000000000000018,True
M,45-49,clrc,50,15.0,15.0,0.0,False
M,45-49,clrc,49,14.5,15.0,-0.5,False
M,45-49,clrc,48,14.0,15.0,-1.0,False
M,45-49,clrc,47,13.5,15.0,-1.5,False
M,45-49,clrc,46,13.0,15.0,-2.0,False
M,45-49,clrc,45,12.5,15.0,-2.5,False
M,45-49,clrc,44,12.0,15.0,-3.0,False
M,45-49,clrc,43,11.5,15.0,-3.5,False
M,45-49,clrc,42,11.0,14.8,-3.8000000000000007,False
M,45-49,clrc,41,10.5,14.6,-4.1,False
M,45-49,clrc,40,10.0,14.3,-4.300000000000001,False
M,45-49,clrc,39,9.5,14.1,-4.6,False
